	monx   mony
	   1   1.0000000000000000
           2   1.0000000000000000
           3   1.0000000000000000
           4   1.0000000000000000
           5   1.0000000000000000
           6   1.0000000000000000
           7   1.0000000000000000
           8   1.0000000000000000
           9   1.0000000000000000
          10   1.0000000000000000
          11   1.0000000000000000
          12   1.0000000000000000
          13   1.0000000000000000
          14   1.0000000000000000
          15   1.0000000000000000
          16   1.0000000000000000
          17   1.0000000000000000
          18   1.0000000000000000
          19   1.0000000000000000
          20   1.0000000000000000
          21   1.0000000000000000
          22   1.0000000000000000
          23   1.0000000000000000
          24   1.0000000000000000
          25   1.0000000000000000
          26   1.0000000000000000
          27   1.0000000000000000
          28   1.0000000000000000
          29   1.0000000000000000
          30   1.0000000000000000
          31   1.0000000000000000
          32   1.0000000000000000
          33   1.0000000000000000
          34   1.1983950275159165
          35   1.1983950275159165
          36   1.1983950275159165
          37   1.1983950275159165
          38   1.1983950275159165
          39   1.1983950275159165
          40   1.1983950275159165
          41   1.1983950275159165
          42   1.1983950275159165
          43   1.1983950275159165
          44   1.1983950275159165
          45   1.1974232762949095
          46   1.1974232762949095
          47   1.1974232762949095
          48   1.1974232762949095
          49   1.1974232762949095
          50   1.1974232762949095
          51   1.1974232762949095
          52   1.1974232762949095
          53   1.1974232762949095
          54   1.1974232762949095
          55   1.1974232762949095
          56   1.1956568180681375
          57   1.1956568180681375
          58   1.1956568180681375
          59   1.1956568180681375
          60   1.1956568180681375
          61   1.1956568180681375
          62   1.1956568180681375
          63   1.1956568180681375
          64   1.1956568180681375
          65   1.1956568180681375
          66   1.1956568180681375
          67   1.1953005796121074
          68   1.1953005796121074
          69   1.1953005796121074
          70   1.1953005796121074
          71   1.1953005796121074
          72   1.1953005796121074
          73   1.1953005796121074
          74   1.1953005796121074
          75   1.1953005796121074
          76   1.1953005796121074
          77   1.1953005796121074
          78   1.1941245658853454
          79   1.1941245658853454
          80   1.1941245658853454
          81   1.1941245658853454
          82   1.1941245658853454
          83   1.1941245658853454
          84   1.1941245658853454
          85   1.1941245658853454
          86   1.1941245658853454
          87   1.1941245658853454
          88   1.1941245658853454
          89   1.1940806418434640
          90   1.1940806418434640
          91   1.1940806418434640
          92   1.1940806418434640
          93   1.1940806418434640
          94   1.1940806418434640
          95   1.1940806418434640
          96   1.1940806418434640
          97   1.1940806418434640
          98   1.1940806418434640
          99   1.1940806418434640
         100   1.1940806418434640
