           0   1.7889897683172328E-005
           1   1.7888985112622656E-005
           2   1.7889433531709766E-005
           3   1.7889432261122114E-005
           4   1.7889432075927314E-005
           5   1.7889432115103730E-005
           6   1.7889432165446554E-005
           7   1.7889432140065920E-005
           8   1.7889432130357960E-005
           9   1.7889432140999021E-005
          10   1.7889432142642116E-005
          11   1.7889432140974508E-005
          12   1.7889432140616498E-005
          13   1.7889432140697861E-005
          14   1.7889432140741046E-005
          15   1.7889432140749790E-005
          16   1.7889432140751017E-005
          17   1.7889432140751203E-005
          18   1.7889432140751190E-005
          19   1.7889432140751210E-005
          20   1.7889432140750926E-005
          21   1.7889432140749719E-005
          22   1.7889432140753863E-005
          23   1.7889432140769086E-005
          24   1.7889432140563565E-005
          25   1.7889432139100099E-005
          26   1.7889432131390280E-005
          27   1.7889432098287304E-005
          28   1.7889432044123094E-005
          29   1.7889432381226930E-005
          30   1.7889478203351311E-005
          31   1.7890209141622738E-005
          32   1.7891370180260819E-005
          33   1.7890864959861026E-005
          34   1.7888887730046661E-005
          35   1.7888380043217964E-005
          36   1.7889539394404289E-005
          37   1.7890280647052154E-005
          38   1.7890195989733337E-005
          39   1.7889980373332294E-005
          40   1.7889894634458591E-005
          41   1.7889877630503896E-005
          42   1.7889875685664590E-005
          43   1.7889875554876821E-005
          44   1.7889875550596011E-005
          45   1.7889875550712892E-005
          46   1.7889875550744639E-005
          47   1.7889875550748125E-005
          48   1.7889875550748559E-005
          49   1.7889875550748477E-005
          50   1.7889875550748654E-005
          51   1.7889875550748586E-005
          52   1.7889875550750595E-005
          53   1.7889875550760556E-005
          54   1.7889875550794105E-005
          55   1.7889875550883278E-005
          56   1.7889875550560002E-005
          57   1.7889875548797574E-005
          58   1.7889875550489898E-005
          59   1.7889875561139342E-005
          60   1.7889875550617875E-005
          61   1.7889875522360310E-005
          62   1.7889875562213495E-005
          63   1.7889875585328570E-005
          64   1.7889875527013391E-005
          65   1.7889875533257291E-005
          66   1.7889875567167801E-005
          67   1.7889875554865589E-005
          68   1.7889875545153733E-005
          69   1.7889875550389474E-005
          70   1.7889875551731059E-005
          71   1.7889875550913429E-005
          72   1.7889875550563363E-005
          73   1.7889875550627297E-005
          74   1.7889875550850047E-005
          75   1.7889875550748094E-005
          76   1.7889875550732489E-005
          77   1.7889875550760952E-005
          78   1.7889875550821671E-005
          79   1.7889875551273119E-005
          80   1.7889875553235017E-005
          81   1.7889875555371061E-005
          82   1.7889875535578890E-005
          83   1.7889875477778419E-005
          84   1.7889875582541351E-005
          85   1.7889875928707568E-005
          86   1.7889875427869614E-005
          87   1.7889874596604938E-005
          88   1.7889876081275140E-005
          89   1.7889876629454070E-005
          90   1.7889874733859508E-005
          91   1.7889875033671089E-005
          92   1.7889876002403253E-005
          93   1.7889875711485735E-005
          94   1.7889875596537784E-005
          95   1.7889875454225705E-005
          96   1.7889874758170733E-005
          97   1.7889875745369452E-005
          98   1.7889877666413668E-005
          99   1.7889874609459957E-005
         100   1.7889874876738889E-005
