	monx   mony
	   1   1.0000000000000000
           2   1.0000000000000000
           3   1.0000000000000000
           4   1.0000000000000000
           5   1.0000000000000000
           6   1.0000000000000000
           7   1.0000000000000000
           8   1.0000000000000000
           9   1.0000000000000000
          10   1.0000000000000000
          11   1.0000000000000000
          12   1.0000000000000000
          13   1.0000000000000000
          14   1.0000000000000000
          15   1.0000000000000000
          16   1.0000000000000000
          17   1.0000000000000000
          18   1.0000000000000000
          19   1.0000000000000000
          20   1.0000000000000000
          21   1.0000000000000000
          22   1.0000000000000000
          23   1.0000000000000000
          24   1.0000000000000000
          25   1.0000000000000000
          26   1.0000000000000000
          27   1.0000000000000000
          28   1.0000000000000000
          29   1.0000000000000000
          30   1.0000000000000000
          31   1.0000000000000000
          32   1.0000000000000000
          33   1.0000000000000000
          34   1.1975699114382872
          35   1.1975699114382872
          36   1.1975699114382872
          37   1.1975699114382872
          38   1.1975699114382872
          39   1.1975699114382872
          40   1.1975699114382872
          41   1.1975699114382872
          42   1.1975699114382872
          43   1.1975699114382872
          44   1.1975699114382872
          45   1.1956585938915634
          46   1.1956585938915634
          47   1.1956585938915634
          48   1.1956585938915634
          49   1.1956585938915634
          50   1.1956585938915634
          51   1.1956585938915634
          52   1.1956585938915634
          53   1.1956585938915634
          54   1.1956585938915634
          55   1.1956585938915634
          56   1.1934204296529975
          57   1.1934204296529975
          58   1.1934204296529975
          59   1.1934204296529975
          60   1.1934204296529975
          61   1.1934204296529975
          62   1.1934204296529975
          63   1.1934204296529975
          64   1.1934204296529975
          65   1.1934204296529975
          66   1.1934204296529975
          67   1.1923464136113084
          68   1.1923464136113084
          69   1.1923464136113084
          70   1.1923464136113084
          71   1.1923464136113084
          72   1.1923464136113084
          73   1.1923464136113084
          74   1.1923464136113084
          75   1.1923464136113084
          76   1.1923464136113084
          77   1.1923464136113084
          78   1.1910776711909763
          79   1.1910776711909763
          80   1.1910776711909763
          81   1.1910776711909763
          82   1.1910776711909763
          83   1.1910776711909763
          84   1.1910776711909763
          85   1.1910776711909763
          86   1.1910776711909763
          87   1.1910776711909763
          88   1.1910776711909763
          89   1.1908956038320289
          90   1.1908956038320289
          91   1.1908956038320289
          92   1.1908956038320289
          93   1.1908956038320289
          94   1.1908956038320289
          95   1.1908956038320289
          96   1.1908956038320289
          97   1.1908956038320289
          98   1.1908956038320289
          99   1.1908956038320289
         100   1.1908956038320289
