           0   2.0641918981442980E-005
           1   2.0640948886471078E-005
           2   2.0641361952230697E-005
           3   2.0641356901020068E-005
           4   2.0641356485955980E-005
           5   2.0641356640336174E-005
           6   2.0641356748251777E-005
           7   2.0641356715274009E-005
           8   2.0641356708700769E-005
           9   2.0641356724239480E-005
          10   2.0641356724446587E-005
          11   2.0641356722270119E-005
          12   2.0641356722094579E-005
          13   2.0641356722225128E-005
          14   2.0641356722264000E-005
          15   2.0641356722269339E-005
          16   2.0641356722269976E-005
          17   2.0641356722270085E-005
          18   2.0641356722270102E-005
          19   2.0641356722270095E-005
          20   2.0641356722270305E-005
          21   2.0641356722269261E-005
          22   2.0641356722274987E-005
          23   2.0641356722315726E-005
          24   2.0641356721933521E-005
          25   2.0641356717157106E-005
          26   2.0641356684448857E-005
          27   2.0641356525099842E-005
          28   2.0641356134087062E-005
          29   2.0641356979450761E-005
          30   2.0641381416465639E-005
          31   2.0642158610028303E-005
          32   2.0643654867139220E-005
          33   2.0643145375380881E-005
          34   2.0640687280644900E-005
          35   2.0640174833585193E-005
          36   2.0641669133587956E-005
          37   2.0642436493654667E-005
          38   2.0642241886169169E-005
          39   2.0642000661887598E-005
          40   2.0641926821855846E-005
          41   2.0641916152244794E-005
          42   2.0641915441574261E-005
          43   2.0641915445539084E-005
          44   2.0641915451277813E-005
          45   2.0641915452046235E-005
          46   2.0641915452126357E-005
          47   2.0641915452134367E-005
          48   2.0641915452135146E-005
          49   2.0641915452135268E-005
          50   2.0641915452135231E-005
          51   2.0641915452135072E-005
          52   2.0641915452136081E-005
          53   2.0641915452144924E-005
          54   2.0641915452171904E-005
          55   2.0641915452300338E-005
          56   2.0641915452194279E-005
          57   2.0641915449869922E-005
          58   2.0641915450090710E-005
          59   2.0641915465516054E-005
          60   2.0641915456387001E-005
          61   2.0641915411096207E-005
          62   2.0641915466710096E-005
          63   2.0641915501681356E-005
          64   2.0641915414693586E-005
          65   2.0641915432147208E-005
          66   2.0641915476671241E-005
          67   2.0641915454484338E-005
          68   2.0641915444390294E-005
          69   2.0641915452800091E-005
          70   2.0641915453243360E-005
          71   2.0641915452231271E-005
          72   2.0641915451902181E-005
          73   2.0641915451981094E-005
          74   2.0641915452300253E-005
          75   2.0641915452109884E-005
          76   2.0641915452116660E-005
          77   2.0641915452146527E-005
          78   2.0641915452171142E-005
          79   2.0641915452481992E-005
          80   2.0641915454359638E-005
          81   2.0641915458926846E-005
          82   2.0641915444748148E-005
          83   2.0641915362565701E-005
          84   2.0641915428198845E-005
          85   2.0641915950408274E-005
          86   2.0641915445114327E-005
          87   2.0641914071868155E-005
          88   2.0641916124740936E-005
          89   2.0641916992780114E-005
          90   2.0641914192776887E-005
          91   2.0641914875987245E-005
          92   2.0641916126816696E-005
          93   2.0641915545474219E-005
          94   2.0641915493174455E-005
          95   2.0641915481561044E-005
          96   2.0641914427588654E-005
          97   2.0641915363750965E-005
          98   2.0641918461719478E-005
          99   2.0641914335844018E-005
         100   2.0641914437675030E-005
