x                                  y
0.0000000000000000        3.8461538461538464E-002
   9.9999997764825821E-003   1.8117975732874179
   1.9999999552965164E-002   2.1406298057876980
   2.9999999329447746E-002   1.7950643105737927
   3.9999999105930328E-002   1.2266203723052542
   5.0000000745058060E-002  0.67584464066998551
   5.9999998658895493E-002  0.24970468778391455
   7.0000000298023224E-002  -2.4157476254853937E-002
   7.9999998211860657E-002 -0.16060402534059262
   9.0000003576278687E-002 -0.19307002829673292
  0.10000000149011612      -0.15893953401590588
  0.10999999940395355       -9.1451815962634589E-002
  0.11999999731779099       -1.6014101713884895E-002
  0.12999999523162842        5.0667859235507977E-002
  0.14000000059604645        9.9802618044556202E-002
  0.15000000596046448       0.12889065705405967
  0.15999999642372131       0.13982434061456467
  0.17000000178813934       0.13706450912836204
  0.18000000715255737       0.12609750232278105
  0.18999999761581421       0.11226718506688922
  0.20000000298023224        9.9999996920608070E-002
  0.20999999344348907        9.2392489522837892E-002
  0.21999999880790710        9.1100788617598558E-002
  0.23000000417232513        9.6458760685083217E-002
  0.23999999463558197       0.10774829707543244
  0.25000000000000000       0.12355104735368677
  0.25999999046325684       0.14212029785304434
  0.27000001072883606       0.16172543157287658
  0.28000000119209290       0.18093372126979926
  0.28999999165534973       0.19880975873790221
  0.30000001192092896       0.21502253034467284
  0.31000000238418579       0.22986244997779659
  0.31999999284744263       0.24417862137138593
  0.33000001311302185       0.25925132351789065
  0.34000000357627869       0.27661969820307564
  0.34999999403953552       0.29788608803601946
  0.36000001430511475       0.32451706139219527
  0.37000000476837158       0.35766018737983951
  0.37999999523162842       0.39799340071259076
  0.38999998569488525       0.44561740673283684
  0.40000000596046448       0.50000003422734218
  0.40999999642372131       0.55997415983950360
  0.41999998688697815       0.62379046375301583
  0.43000000715255737       0.68921669160095544
  0.43999999761581421       0.75367603570873365
  0.44999998807907104       0.81441548882392634
  0.46000000834465027       0.86868770463564537
  0.46999999880790710       0.91393480693430362
  0.47999998927116394       0.94796198208407900
  0.49000000953674316       0.96908550848159614
  0.50000000000000000       0.97624696845567283
  0.50999999046325684       0.96908550783062353
  0.51999998092651367       0.94796206407944350
  0.52999997138977051       0.91393492567737333
  0.54000002145767212       0.86868755614149140
  0.55000001192092896       0.81441549185801809
  0.56000000238418579       0.75367604099677554
  0.56999999284744263       0.68921669863663182
  0.57999998331069946       0.62379066491743906
  0.58999997377395630       0.55997435061851308
  0.60000002384185791       0.49999986309063460
  0.61000001430511475       0.44561739753776625
  0.62000000476837158       0.39799337824861336
  0.62999999523162842       0.35766014792912343
  0.63999998569488525       0.32451700221691021
  0.64999997615814209       0.29788607870677641
  0.66000002622604370       0.27661954151457596
  0.67000001668930054       0.25925115968667761
  0.68000000715255737       0.24417849470789360
  0.68999999761581421       0.22986232122669575
  0.69999998807907104       0.21502240939689102
  0.70999997854232788       0.19880970685322918
  0.72000002861022949       0.18093359092322592
  0.73000001907348633       0.16172533360521790
  0.74000000953674316       0.14212029696606029
  0.75000000000000000       0.12355108325624233
  0.75999999046325684       0.10774838241930149
  0.76999998092651367        9.6458852872884554E-002
  0.77999997138977051        9.1100869811366017E-002
  0.79000002145767212        9.2392544715223582E-002
  0.80000001192092896       0.10000001231750301
  0.81000000238418579       0.11226712023929285
  0.81999999284744263       0.12609736660315593
  0.82999998331069946       0.13706430053153476
  0.83999997377395630       0.13982412143940812
  0.85000002384185791       0.12889038959883184
  0.86000001430511475        9.9802439233612164E-002
  0.87000000476837158        5.0667907811874781E-002
  0.87999999523162842       -1.6013755350755606E-002
  0.88999998569488525       -9.1451125690498486E-002
  0.89999997615814209      -0.15893856456552174
  0.91000002622604370      -0.19306906078207783
  0.92000001668930054      -0.16060304098403258
  0.93000000715255737       -2.4157008827380710E-002
  0.93999999761581421       0.24970373660075465
  0.94999998807907104       0.67584144530379597
  0.95999997854232788        1.2266140139836608
  0.97000002861022949        1.7950581323004635
  0.98000001907348633        2.1406207421002335
  0.99000000953674316        1.8117888058606848
   1.0000000000000000        3.8461538461538464E-002
