x                              05                         14                           23                      32                            41                       50
 0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.0000000000000000
   9.9999997764825821E-003   9.9999988824129605E-011   4.9499995585531147E-008   9.8009991135433610E-006   9.7029895728146338E-004   4.8029799469826051E-002  0.95099005097354983
   1.9999999552965164E-002   3.1999996423721474E-009   7.8399993026256792E-007   7.6831993086290580E-005   3.7647678368537443E-003   9.2236814106644749E-002  0.90392079886165344
   2.9999999329447746E-002   2.4299997284263494E-008   3.9284996514804772E-006   2.5404297725946834E-004   8.2140566498379516E-003  0.13279391889902151       0.85873402866817550
   3.9999999105930328E-002   1.0239998855590872E-007   1.2287998912811315E-005   5.8982394748535326E-004   1.4155775406738286E-002  0.16986930883593748       0.81537270139687490
   5.0000000745058060E-002   3.1250002328306507E-007   2.9687501746229866E-005   1.1281250217650080E-003   2.1434375588363041E-002  0.20362656489547806       0.77378093446572771
   5.9999998658895493E-002   7.7759991309643182E-007   6.0911994640946557E-005   1.9085758319619711E-003   2.9901022791300066E-002  0.23422468410135014       0.73390402763532969
   7.0000000298023224E-002   1.6807000357776881E-006   1.1164650186555087E-004   2.9666069652600100E-003   3.9413493297713133E-002  0.26181820427908042       0.69568836818531554
   7.9999998211860657E-002   3.2767996337890789E-006   1.8841598352050835E-004   4.3335676229370231E-003   4.9836030062744154E-002  0.28655717982279200       0.65908152960505217
   9.0000003576278687E-002   5.9049011731983157E-006   2.9852554627615480E-004   6.0368495282694407E-003   6.1039255131315390E-002  0.30858733191119453       0.62403213283784142
  0.10000000149011612        1.0000000745058082E-005   4.5000002607703266E-004   8.1000001421570739E-003   7.2900001810491083E-002  0.32805000271573659       0.59048999511167399
  0.10999999940395355        1.6105099563664204E-005   6.5152448631492269E-004   1.0542850591377656E-002   8.5301248246955216E-002  0.34508232455456289       0.55840594676986444
  0.11999999731779099        2.4883197219085818E-005   9.1238392120743044E-004   1.3381630865222201E-002   9.8131964510467545E-002  0.35981721234429914       0.52773192484254139
  0.12999999523162842        3.7129293190527462E-005   1.2424033245251268E-003   1.6629090955961483E-002  0.11128700066588833       0.37238344100502252       0.49842093435894352
  0.14000000059604645        5.3782401144886020E-005   1.6518880269865989E-003   2.0294623747218511E-002  0.12466697680232144       0.38290571256867839       0.47042701596978870
  0.15000000596046448        7.5937515087426909E-005   2.1515628268942415E-003   2.4384376983493581E-002  0.13817813307456672       0.39150469207558752       0.44370529694300170
  0.15999999642372131        1.0485758828125052E-004   2.7525117656250074E-003   2.8901373619043033E-002  0.15173221915502930       0.39829708588032520       0.41821195130263372
  0.17000000178813934        1.4198570746735945E-004   3.4661216383657773E-003   3.3845657115236752E-002  0.16524644540826516       0.40339572926682610       0.39390406005689549
  0.18000000715255737        1.8895683754234610E-004   4.3040166465626115E-003   3.9214371055668655E-002  0.17864324152257152       0.40690958597184529       0.37073982703086616
  0.18999999761581421        2.4760988446452655E-004   5.2780002506147665E-003   4.5001896497893643E-002  0.19185019787929269       0.40894384918323645       0.34867844523156905
  0.20000000298023224        3.2000002384185864E-004   6.4000003576278755E-003   5.1200000686645479E-002  0.20480000381469726       0.40959999999999991       0.32767999389648439
  0.20999999344348907        4.0841003624416392E-004   7.6819986043822827E-003   5.7797895167756304E-002  0.21743019083662257       0.40897585130815362       0.30770565266883176
  0.21999999880790710        5.1536318603725452E-004   9.1359838159456256E-003   6.4782429600392558E-002  0.22968316656396676       0.40716561628285503       0.28871743900626928
  0.23000000417232513        6.4363435837938403E-004   1.0773879223396706E-002   7.2138144424192016E-002  0.24150596183622339       0.40425997007139686       0.27067840836650425
  0.23999999463558197        7.9626231101074618E-004   1.2607486961792022E-002   7.9847417869299470E-002  0.25285017005090327       0.40034611435485068       0.25355254654843307
  0.25000000000000000        9.7656250000000000E-004   1.4648437500000000E-002   8.7890622904524207E-002  0.26367187500000000       0.39550781250000000       0.23730468750000000
