      x                            y
   0.0000000000000000       -5.7588010408556808E-003
   9.9999997764825821E-003   5.3825876010714417E-002
   1.9999999552965164E-002   5.6905206184856311E-002
   2.9999999329447746E-002   4.4137583551347288E-002
   3.9999999105930328E-002   3.3974746687111784E-002
   5.0000000745058060E-002   3.2139557719847146E-002
   5.9999998658895493E-002   3.7889925651170969E-002
   7.0000000298023224E-002   4.7941862521709899E-002
   7.9999998211860657E-002   5.8734576367840713E-002
   9.0000003576278687E-002   6.7563477924106163E-002
  0.10000000149011612        7.2978147352110556E-002
  0.10999999940395355        7.4738359619150360E-002
  0.11999999731779099        7.3537627181983339E-002
  0.12999999523162842        7.0638343801981765E-002
  0.14000000059604645        6.7511675711229402E-002
  0.15000000596046448        6.5537007761709204E-002
  0.15999999642372131        6.5787482711203257E-002
  0.17000000178813934        6.8908307314713355E-002
  0.18000000715255737        7.5081130751378525E-002
  0.18999999761581421        8.4059723594094388E-002
  0.20000000298023224        9.5258199053931458E-002
  0.20999999344348907       0.10787156684175897
  0.21999999880790710       0.12101004417321175
  0.23000000417232513       0.13383010020101233
  0.23999999463558197       0.14564940180676153
  0.25000000000000000       0.15603586397820321
  0.25999999046325684       0.16486474523802386
  0.27000001072883606       0.17234180251160350
  0.28000000119209290       0.17899265068349512
  0.28999999165534973       0.18562214760462159
  0.30000001192092896       0.19324850766546345
  0.31000000238418579       0.20301893095080153
  0.31999999284744263       0.21611428823559006
  0.33000001311302185       0.23365005094751856
  0.34000000357627869       0.25658070189417115
  0.34999999403953552       0.28561486929168539
  0.36000001430511475       0.32114580894578926
  0.37000000476837158       0.36320154503750357
  0.37999999523162842       0.41141884854222882
  0.38999998569488525       0.46504031700760373
  0.40000000596046448       0.52293613718446630
  0.40999999642372131       0.58364736115187166
  0.41999998688697815       0.64545067591430927
  0.43000000715255737       0.70643760285321799
  0.43999999761581421       0.76460505556115987
  0.44999998807907104       0.81795388436251848
  0.46000000834465027       0.86458670710750751
  0.46999999880790710       0.90280168887706658
  0.47999998927116394       0.93117820133441542
  0.49000000953674316       0.94864731375275191
  0.50000000000000000       0.95454531638707518
  0.50999999046325684       0.94864731448443029
  0.51999998092651367       0.93117827148978938
  0.52999997138977051       0.90280179069932331
  0.54000002145767212       0.86458658226919027
  0.55000001192092896       0.81795388696685967
  0.56000000238418579       0.76460505819584013
  0.56999999284744263       0.70643760532685773
  0.57999998331069946       0.64545086201011381
  0.58999997377395630       0.58364754630494975
  0.60000002384185791       0.52293596078670901
  0.61000001430511475       0.46504031757853037
  0.62000000476837158       0.41141884858315414
  0.62999999523162842       0.36320154464270754
  0.63999998569488525       0.32114580825786132
  0.64999997615814209       0.28561496458838098
  0.66000002622604370       0.25658062401223025
  0.67000001668930054       0.23364999060534086
  0.68000000715255737       0.21611428819878931
  0.68999999761581421       0.20301893145698474
  0.69999998807907104       0.19324850876931246
  0.70999997854232788       0.18562216998480677
  0.72000002861022949       0.17899263352693084
  0.73000001907348633       0.17234178429419786
  0.74000000953674316       0.16486474784694111
  0.75000000000000000       0.15603586644772119
  0.75999999046325684       0.14564942049928462
  0.76999998092651367       0.13383012016013562
  0.77999997138977051       0.12101008392205791
  0.79000002145767212       0.10787154725779868
  0.80000001192092896        9.5258180102287038E-002
  0.81000000238418579        8.4059721937932014E-002
  0.81999999284744263        7.5081128695126786E-002
  0.82999998331069946        6.8908312137625605E-002
  0.83999997377395630        6.5787485739319515E-002
  0.85000002384185791        6.5537009649630745E-002
  0.86000001430511475        6.7511679641860931E-002
  0.87000000476837158        7.0638344647347515E-002
  0.87999999523162842        7.3537627233447034E-002
  0.88999998569488525        7.4738362095614130E-002
  0.89999997615814209        7.2978157599960430E-002
  0.91000002622604370        6.7563458006989027E-002
  0.92000001668930054        5.8734561711590229E-002
  0.93000000715255737        4.7941853299126945E-002
  0.93999999761581421        3.7889926435603911E-002
  0.94999998807907104        3.2139557527823708E-002
  0.95999997854232788        3.3974730852598375E-002
  0.97000002861022949        4.4137621186389794E-002
  0.98000001907348633        5.6905227173347235E-002
  0.99000000953674316        5.3825857945067994E-002
   1.0000000000000000       -5.7588122611612613E-003
