        monx                      mony
  -1.6989700043360187       -5.5019511632218006     
  -1.7923916894982539       -5.8837847830087275     
  -1.8864907251724818       -6.3508579292867839     
  -1.9822712330395684       -6.8582827303538947     
  -2.0791812460476251       -7.2841950237056574     
  -2.1760912590556813       -7.7985317760433563     
  -2.2718416065364990       -8.3404962120733455     
  -2.3673559210260189       -8.8069332220395609     
  -2.4638929889859074       -9.3016173887222635     
  -2.5599066250361124       -9.7598173886409345     
  -2.6560982020128319       -10.237449963433217     
  -2.7528164311882715       -10.696033375810906     
  -2.8494194137968996       -11.280925502795712     
  -2.9459607035775686       -11.717550801523027     
