        monx                      mony
  -1.6989700043360187       -2.6972532164853642     
  -1.7923916894982539       -2.9130439190426287     
  -1.8864907251724818       -3.3173718958979412     
  -1.9822712330395684       -3.5530010400385770     
  -2.0791812460476251       -3.8720648727835383     
  -2.1760912590556813       -4.1957722284694210     
  -2.2718416065364990       -4.4808416398808308     
  -2.3673559210260189       -4.6886726098210323     
  -2.4638929889859074       -5.1104225237486425     
  -2.5599066250361124       -5.4524285087280084     
  -2.6560982020128319       -5.7784627231942398     
  -2.7528164311882715       -5.8880324425127277     
  -2.8494194137968996       -6.3108684925543637     
  -2.9459607035775686       -6.8356923210874339     
