 x y
   1.00000000       1.00000000    
   2.00000000      0.855835021    
   3.00000000      0.680636585    
   4.00000000      0.662311018    
   5.00000000      0.601173282    
   6.00000000      0.463484585    
   7.00000000      0.369448334    
   8.00000000      0.311751872    
   9.00000000      0.269356221    
   10.0000000      0.217999727    
   11.0000000      0.213372931    
   12.0000000      0.181424767    
   13.0000000      0.169827908    
   14.0000000      0.163056999    
   15.0000000      0.157597706    
   16.0000000      0.146968171    
   17.0000000      0.139608175    
   18.0000000      0.133160397    
   19.0000000      0.126432315    
   20.0000000      0.119597845    
   21.0000000      0.114055611    
   22.0000000      0.110209823    
   23.0000000      0.105474010    
   24.0000000      0.101127900    
   25.0000000       9.80706215E-02
   26.0000000       9.23310444E-02
   27.0000000       9.12232995E-02
   28.0000000       8.89477134E-02
   29.0000000       8.87087733E-02
   30.0000000       8.76289159E-02
   31.0000000       8.75281394E-02
   32.0000000       8.72081295E-02
   33.0000000       8.66561830E-02
   34.0000000       8.60716626E-02
   35.0000000       8.53956863E-02
   36.0000000       8.47600922E-02
   37.0000000       8.41450766E-02
   38.0000000       8.35367367E-02
   39.0000000       8.30518752E-02
   40.0000000       8.26093927E-02
   41.0000000       8.21667239E-02
   42.0000000       8.18719044E-02
   43.0000000       8.12201276E-02
   44.0000000       8.04711729E-02
   45.0000000       7.97543004E-02
   46.0000000       7.93103203E-02
   47.0000000       7.89016560E-02
   48.0000000       7.84886479E-02
   49.0000000       7.80801773E-02
   50.0000000       7.80225247E-02
