 x y
   1.00000000       1.00000000    
   2.00000000      0.993857443    
   3.00000000      0.886806667    
   4.00000000      0.863320231    
   5.00000000      0.786259413    
   6.00000000      0.679191947    
   7.00000000      0.673885942    
   8.00000000      0.580591500    
   9.00000000      0.485761255    
   10.0000000      0.412411034    
   11.0000000      0.362580925    
   12.0000000      0.310789973    
   13.0000000      0.289288282    
   14.0000000      0.275210619    
   15.0000000      0.260154992    
   16.0000000      0.248385027    
   17.0000000      0.233631492    
   18.0000000      0.225423068    
   19.0000000      0.215671897    
   20.0000000      0.209560722    
