t                                  bb                nodal                    ref
0.1898                         -1.3983743992e-29	4.95438496698e-29      -8.90857177064e-30
0.1924                         -4.16453822636e-29	-1.97549543669e-28     -9.50418366154e-30
0.19499999999999998            1.31192767947e-30	-1.31678129377e-28     9.92726608365e-31
0.1976                         4.52346054933e-29	3.04153256839e-28      1.85687452253e-29
0.2002                         1.50061118659e-29	2.96013313929e-28      2.83452711796e-29
0.20279999999999998            -3.52043382688e-29	-4.3554116061e-28      1.16686941963e-29
0.2054                         -2.34626656216e-29	-6.00970068742e-28     -3.65503466328e-29
0.208                          7.34871070349e-30	5.67759717966e-28      -8.58209188805e-29
0.21059999999999998            -3.98904779076e-30	1.13521706493e-27      -6.79718575643e-29
0.2132                         2.37839107363e-29	-6.31781866364e-28     6.85600004582e-29
0.2158                         1.18109026065e-28	-2.01661851879e-27     2.55508696083e-28
0.21839999999999998            1.58773423874e-29	4.70930123339e-28      2.63500342387e-28
0.221                          -3.72714051744e-28	3.35959527648e-27      -1.21495292389e-28
0.2236                         -3.30587030512e-28	1.98414851956e-28      -7.30917569507e-28
0.22619999999999998            7.2361906539e-28	-5.19543792179e-27     -8.54373145616e-28
0.2288                         1.31077077937e-27	-1.7634852647e-27      1.98993702238e-28
0.2314                         -7.78162171787e-28	7.39827653283e-27      1.97307902054e-27
0.23399999999999999            -3.42269490443e-27	4.57613588887e-27      2.45449409909e-27
0.23659999999999998            -5.89947393891e-28	-9.81091208533e-27     -2.54097759806e-28
0.2392                         6.66560039669e-27	-8.84469614339e-27     -4.93051008012e-27
0.2418                         5.48505772608e-27	1.28148266197e-26      -6.42707166197e-27
0.24439999999999998            -9.37574744402e-27	1.5215385821e-26       -7.84608933386e-29
0.247                          -1.64054656967e-26	-1.80540494032e-26     1.12309479964e-26
0.2496                         6.61089474181e-27	-2.71638521145e-26     1.56606300093e-26
0.2522                         3.38581688971e-26	2.73172978866e-26      2.46898383303e-27
0.25479999999999997            1.06417952412e-26	5.52551704605e-26      -2.29655929252e-26
0.25739999999999996            -5.15971299984e-26	-3.52943610492e-26     -3.60866146727e-26
0.26                          -5.28526945737e-26	-1.18484344166e-25     -1.26724064114e-26
0.2626                        5.06930276083e-26	1.29180164053e-26      4.11833556181e-26
0.2652                        1.22555063652e-25	2.29377529145e-25      7.91539087994e-26
0.2678                        2.65292670571e-27	1.10247995366e-25      4.66178091497e-26
0.2704                        -1.96423012741e-25	-3.46339716891e-25     -6.06965357695e-26
0.27299999999999996           -1.45348164129e-25	-4.29967946137e-25     -1.63573612053e-25
0.2756                        2.04670602809e-25	3.00302780539e-25      -1.41900496846e-25
0.2782                        3.78570157592e-25	9.60918568398e-25      5.43145524387e-26
0.2808                        -3.08254177989e-26	2.28659616418e-25      3.10415188483e-25
0.2834                        -5.99945531019e-25	-1.42011371247e-24     3.7827132722e-25
0.286                         -4.23717406755e-25	-1.52688998029e-24     6.64933815239e-26
0.28859999999999997           5.48774392072e-25	1.03969500725e-24      -5.1959536396e-25
0.2912                        1.07308433393e-24	3.33100777078e-24      -9.06259185136e-25
0.2938                        1.19345533756e-25	1.21095434319e-24      -5.29489750472e-25
0.2964                        -1.43796879019e-24	-4.18732732745e-24     6.98719002177e-25
0.299                         -1.48586842436e-24	-5.57551662795e-24     1.96104194606e-24
0.3016                        6.59965273435e-25	1.50236350589e-24      1.83537719272e-24
0.30419999999999997           2.80115751088e-24	9.84056095406e-24      -4.8401443378e-25
0.30679999999999996           1.85782817409e-24	6.59512486997e-24      -3.80765172922e-24
0.3094                        -2.24584755412e-24	-8.6353021866e-24      -4.94826019005e-24
0.312                         -5.13663701877e-24	-1.75393566618e-23     -1.11016789622e-24
0.3146                        -1.9965809187e-24	-3.68499490251e-24     6.50356494015e-24
0.3172                        5.70058736903e-24	2.1631638872e-23       1.14372572359e-23
0.3198                        8.98805632873e-24	2.56632860775e-23      6.25810771404e-24
0.32239999999999996           7.83366636928e-25	-5.88967811687e-24     -9.22731468584e-24
0.325                         -1.25501822009e-23	-4.17019894839e-23     -2.33342278974e-23
0.3276                        -1.41195499744e-23	-3.25109521445e-23     -1.91475095706e-23
0.3302                        3.5093218898e-24	2.62128760039e-23      8.93489183688e-24
0.3328                        2.38150291528e-23	7.09329337152e-23      4.2484981264e-23
0.3354                        2.02852237007e-23	3.35405607762e-23      4.68203840943e-23
0.33799999999999997           -1.16580736027e-23	-6.41784542092e-23     1.50210791495e-24
0.34059999999999996           -4.15801136295e-23	-1.07827768926e-22     -6.89577522263e-23
0.3432                        -3.02294654324e-23	-1.86545409246e-23     -9.92134961932e-23
0.3458                        2.54099418201e-23	1.23575830731e-22      -3.57102185664e-23
0.3484                        7.38124527241e-23	1.4171642562e-22       9.75224182261e-23
0.351                         4.90773971856e-23	-2.1954743677e-23      1.8814371717e-22
0.35359999999999997           -5.25400043103e-23	-1.95279046099e-22     1.17888976642e-22
0.35619999999999996           -1.36760271299e-22	-1.5505863837e-22      -1.11159753306e-22
0.3588                        -8.25660950905e-23	8.53567568071e-23      -3.2547921322e-22
0.3614                        1.11946430645e-22	2.52548176873e-22      -2.91089421591e-22
0.364                         2.59070907978e-22	1.32223563788e-22      6.53766518827e-23
0.3666                        1.3056299265e-22	-1.4796271462e-22      5.13605651181e-22
0.3692                        -2.44407637202e-22	-2.51873265348e-22     6.31141432707e-22
0.37179999999999996           -4.72553582109e-22	-5.27735071383e-23     1.52077160667e-22
0.37439999999999996           -1.62914670622e-22	1.76735071919e-22      -7.03450266059e-22
0.377                         5.03614456448e-22	9.30684212028e-23      -1.24637599644e-21
0.3796                        7.5794583762e-22	-1.88484038076e-22     -7.96079752432e-22
0.3822                        9.62226909986e-23	-8.71149573708e-23     6.63136722255e-22
0.3848                        -8.8037462673e-22	5.91875193263e-22      2.19033649769e-21
0.38739999999999997           -9.38402881508e-22	8.57814971889e-22      2.36037562989e-21
0.38999999999999996           1.90311797239e-22	-5.57788728119e-22     3.74601543923e-22
0.3926                        1.14252343015e-21	-2.76042287312e-21     -2.91881887275e-21
0.3952                        5.52815345075e-22	-2.20413058259e-21     -5.0657768559e-21
0.3978                        -8.23490611539e-22	3.01666064711e-21      -3.54936415381e-21
0.4004                        -7.25903292149e-22	8.06237433419e-21      1.95162319929e-21
0.40299999999999997           1.27648488606e-21	4.17134904448e-21      8.38341411591e-21
0.40559999999999996           2.15563792697e-21	-9.50373332039e-21     1.065540784e-20
0.4082                        -1.10202449772e-21	-1.88051919004e-20     5.12568282682e-21
0.4108                        -6.20272368315e-21	-6.81005519853e-21     -7.01726394197e-21
0.4134                        -5.81945794738e-21	2.24536626314e-20      -1.91114005923e-20
0.416                         4.30138442172e-21	3.82085807866e-20      -2.23818917886e-20
0.41859999999999997           1.6976108158e-20	1.18766301545e-20      -1.21393989394e-20
0.42119999999999996           1.61406040405e-20	-4.36989597907e-20     6.80540876993e-21
0.42379999999999995           -7.1206162821e-21	-7.24780822598e-20     1.96371158768e-20
0.4264                        -3.8426116363e-20	-2.73073613642e-20     7.60819724794e-21
0.429                         -4.4416574515e-20	6.96224996889e-20      -4.15809993752e-20
0.4316                        -2.43526758512e-21	1.27266700325e-19      -1.24770269236e-19
0.4342                        6.77548292633e-20	6.57406961705e-20      -2.22840078878e-19
0.43679999999999997           1.03760553762e-19	-9.14848315799e-20     -3.12431132144e-19
0.43939999999999996           4.56988175555e-20	-2.11963687798e-19     -3.83736013801e-19
0.442                         -9.7013499999e-20	-1.60927522883e-19     -4.50596660822e-19
0.4446                        -2.16223202664e-19	6.7553927772e-20       -5.43798409161e-19
0.4472                        -1.68223049091e-19	3.16544649631e-19      -6.88131448185e-19
0.4498                        9.02661360436e-20	3.69837156462e-19      -8.58708653299e-19
0.45239999999999997           4.07649288322e-19	1.17534248334e-19      -9.07992022496e-19
0.45499999999999996           5.04433194002e-19	-3.22869324294e-19     -4.61339048642e-19
0.4576                        2.00616010565e-19	-6.0321949715e-19      1.21953636532e-18
0.4602                        -3.57616700285e-19	-3.41103228428e-19     5.39902688329e-18
0.4628                        -6.89356347576e-19	5.19270849638e-19      1.40463473643e-17
0.4654                        -2.80967456389e-19	1.48871748026e-18      3.00748312345e-17
0.46799999999999997           9.62442840679e-19	1.81773849507e-18      5.77967505254e-17
0.47059999999999996           2.50823743757e-18	1.22808196823e-18      1.03775512082e-16
0.47319999999999995           3.58314292715e-18	5.13087364366e-19      1.78171686389e-16
0.4758                        4.04915166884e-18	1.37784715404e-18      2.96512777032e-16
0.4784                        5.1485739646e-18	5.45946897065e-18      4.81638180402e-16
0.481                         9.50586695523e-18	1.35151063323e-17      7.65216976088e-16
0.4836                        2.03926490774e-17	2.58036808329e-17      1.18771997479e-15
0.48619999999999997           4.09895389742e-17	4.35983475122e-17      1.79517198226e-15
0.48879999999999996           7.4340296602e-17	7.11362885999e-17      2.63017240298e-15
0.4914                        1.24186584126e-16	1.16326105141e-16      3.71298925308e-15
0.494                         1.96298998789e-16	1.88996277764e-16      5.00605958596e-15
0.4966                        2.9836862622e-16	2.97208826357e-16      6.3512326095e-15
0.4992                        4.35251479837e-16	4.41955745614e-16      7.36194620348e-15
0.5018                        5.96115953773e-16	6.07293824061e-16      7.2416810775e-15
0.5044                        7.29995440317e-16	7.39503808666e-16      4.48272197357e-15
0.507                         7.03769182687e-16	7.05866012748e-16      -3.62421003581e-15
0.5095999999999999            2.29093613112e-16	2.20900911923e-16      -2.17695937774e-14
0.5122                        -1.26529273441e-15	-1.28273801323e-15     -5.7834162806e-14
0.5147999999999999            -4.84966003445e-15	-4.8689994907e-15      -1.24724341098e-13
0.5174                        -1.24470509041e-14	-1.24546403193e-14     -2.43084957545e-13
0.52                          -2.73988663246e-14	-2.73843956137e-14     -4.45213852764e-13
0.5226                        -5.53524104807e-14	-5.53195964243e-14     -7.80587183433e-13
0.5252                        -1.05613217824e-13	-1.05578848615e-13     -1.32345263221e-12
0.5277999999999999            -1.93155495938e-13	-1.93140696578e-13     -2.18315990286e-12
0.5304                        -3.41537616331e-13	-3.41555776717e-13     -3.51799058634e-12
0.533                         -5.87075472871e-13	-5.87126050902e-13     -5.55306581967e-12
0.5356                        -9.84629044964e-13	-9.84695831818e-13     -8.60389363921e-12
0.5382                        -1.61555491207e-12	-1.61559654543e-12     -1.3105368353e-11
0.5408                        -2.59825407717e-12	-2.5982193827e-12      -1.96479360559e-11
0.5434                        -4.10202340845e-12	-4.10190457989e-12     -2.90211743526e-11
0.5459999999999999            -6.36431879419e-12	-6.36417914895e-12     -4.22614027107e-11
0.5486                        -9.71210351725e-12	-9.71202545469e-12     -6.07039835065e-11
0.5512                        -1.45874284874e-11	-1.45874562429e-11     -8.60351789811e-11
0.5538                        -2.15757134381e-11	-2.15758383382e-11     -1.20328524922e-10
0.5564                        -3.14368531207e-11	-3.1436964143e-11      -1.66069991092e-10
0.5589999999999999            -4.51356174658e-11	-4.5135603588e-11      -2.26136484538e-10
0.5616                        -6.38702701838e-11	-6.38700481392e-11     -3.03726821471e-10
0.5641999999999999            -8.90895690553e-11	-8.90891665994e-11     -4.0223180342e-10
0.5668                        -1.22496901511e-10	-1.22496401911e-10     -5.24992493922e-10
0.5694                        -1.66034380689e-10	-1.66033978233e-10     -6.74997835404e-10
0.572                         -2.2182795878e-10	-2.21827861635e-10     -8.54447179677e-10
0.5746                        -2.92097235288e-10	-2.92097457333e-10     -1.06425135371e-09
0.5771999999999999            -3.7902259109e-10	-3.7902303518e-10      -1.3034888724e-09
0.5798                        -4.84540851886e-10	-4.84541073931e-10     -1.5688128574e-09
0.5824                        -6.10102635079e-10	-6.10103079168e-10     -1.85395898633e-09
0.585                         -7.5637096586e-10	-7.56371409949e-10     -2.14939199772e-09
0.5876                        -9.22901755018e-10	-9.22901977063e-10     -2.44213183009e-09
0.5902                        -1.1077792017e-09	-1.10777942375e-09     -2.71593370016e-09
0.5928                        -1.30730648529e-09	-1.30730648529e-09     -2.95183699706e-09
0.5953999999999999            -1.51576728946e-09	-1.51576662333e-09     -3.1290630087e-09
0.598                         -1.72526215536e-09	-1.72526148923e-09     -3.22638493699e-09
0.6006                        -1.92575333458e-09	-1.92575266844e-09     -3.22375126593e-09
0.6032                        -2.10529815803e-09	-2.10529704781e-09     -3.10419778771e-09
0.6058                        -2.25054685998e-09	-2.25054619385e-09     -2.8557582965e-09
0.6083999999999999            -2.34744446104e-09	-2.34744268468e-09     -2.47328868497e-09
0.611                         -2.38222019888e-09	-2.38221820048e-09     -1.95991201046e-09
0.6135999999999999            -2.34252950371e-09	-2.34252750531e-09     -1.32786159845e-09
0.6162                        -2.21869722594e-09	-2.21869678185e-09     -5.98756155767e-10
0.6188                        -2.00496019787e-09	-2.00496064195e-09     1.97190638818e-10
0.6214                        -1.70052882886e-09	-1.70053127135e-09     1.02255071077e-09
0.624                         -1.3104153318e-09	-1.31041888451e-09     1.83499859752e-09
0.6265999999999999            -8.4579587778e-10	-8.45799652538e-10     2.59029575567e-09
0.6292                        -3.23898019516e-10	-3.23900239962e-10     3.24541526986e-09
0.6317999999999999            2.32756744434e-10	2.32755981155e-10      3.76203246333e-09
0.6344                        7.97534704944e-10	7.97535371078e-10      4.10954470453e-09
0.637                         1.34147404296e-09	1.34147537523e-09      4.26766533224e-09
0.6396                        1.83542581134e-09	1.83542736565e-09      4.22819823598e-09
0.6422                        2.25223262262e-09	2.25223284467e-09      3.9957761544e-09
0.6447999999999999            2.56897814133e-09	2.56897680906e-09      3.58761709229e-09
0.6474                        2.76887668349e-09	2.76887313078e-09      3.03213876229e-09
0.65                          2.84269408013e-09	2.84269008333e-09      2.36682429211e-09
0.6526                        2.78947087651e-09	2.7894668797e-09       1.63530855524e-09
0.6552                        2.61655075384e-09	2.61654964362e-09      8.84049278227e-10
0.6577999999999999            2.33881802814e-09	2.3388193604e-09       1.59059806992e-10
0.6604                        1.97731608864e-09	1.97731919727e-09      -4.97382579567e-10
0.6629999999999999            1.55734114493e-09	1.55734491969e-09      -1.04931330291e-09
0.6656                        1.1062155636e-09	1.10621889426e-09      -1.46921519395e-09
0.6682                        6.51112053163e-10	6.51115605876e-10      -1.73931447023e-09
0.6708                        2.16978601753e-10	2.16981294043e-10      -1.85201320946e-09
0.6734                        -1.75089817644e-10	-1.75088749055e-10     -1.80967618668e-09
0.6759999999999999            -5.08991515602e-10	-5.08991515602e-10     -1.62367763679e-09
0.6786                        -7.74070363363e-10	-7.74071251541e-10     -1.31299171535e-09
0.6811999999999999            -9.6507268843e-10	-9.65074020698e-10     -9.02370622669e-10
0.6838                        -1.08155684408e-09	-1.08155817635e-09     -4.20429469017e-10
0.6864                        -1.12696696419e-09	-1.12696829646e-09     1.02350378173e-10
0.689                         -1.10749631688e-09	-1.10749676097e-09     6.35560271078e-10
0.6916                        -1.0309681997e-09	-1.03096842174e-09     1.1504508457e-09
0.6941999999999999            -9.05831409881e-10	-9.05831409881e-10     1.62143121152e-09
0.6968                        -7.40425276646e-10	-7.40425276646e-10     2.02708605457e-09
0.6994                        -5.42535794068e-10	-5.42535572023e-10     2.35097274981e-09
0.702                         -3.19235082813e-10	-3.19234638724e-10     2.58206411807e-09
0.7046                        -7.70169622522e-11	-7.70165459185e-11     2.71482236691e-09
0.7071999999999999            1.77952569347e-10	1.77952833025e-10      2.74904654596e-09
0.7098                        4.39495106974e-10	4.3949488493e-10       2.68943112225e-09
0.7123999999999999            7.01160018934e-10	7.01158464622e-10      2.5449067298e-09
0.715                         9.56021928289e-10	9.56019041709e-10      2.32781882659e-09
0.7176                        1.19671939025e-09	1.19671561549e-09      2.05296024625e-09
0.7202                        1.41567335632e-09	1.41566935952e-09      1.73659309155e-09
0.7228                        1.60542357186e-09	1.60542001915e-09      1.39538802735e-09
0.7253999999999999            1.75913927869e-09	1.75913750233e-09      1.0455234456e-09
0.728                         1.87113924355e-09	1.87113946559e-09      7.01814384385e-10
0.7305999999999999            1.93738891596e-09	1.93739002619e-09      3.77005981989e-10
0.7332                        1.95586724594e-09	1.95586857821e-09      8.13444450687e-11
0.7358                        1.92679672217e-09	1.92679716626e-09      -1.77769229892e-10
0.7384                        1.85265491837e-09	1.85265403019e-09      -3.95789179208e-10
0.741                         1.73799552527e-09	1.73799352687e-09      -5.70917979559e-10
0.7435999999999999            1.58909263526e-09	1.58909019277e-09      -7.03821445569e-10
0.7462                        1.41342559878e-09	1.41342315629e-09      -7.97177657219e-10
0.7487999999999999            1.21912369089e-09	1.21912191453e-09      -8.55193027505e-10
0.7514                        1.01435859712e-09	1.01435815303e-09      -8.83074280367e-10
0.754                         8.06798183817e-10	8.0679884995e-10       -8.8650664587e-10
0.7565999999999999            6.03129768351e-10	6.03131322663e-10      -8.71203109654e-10
0.7592                        4.08763467519e-10	4.0876546592e-10       -8.42528269374e-10
0.7617999999999999            2.27640420403e-10	2.27642169004e-10      -8.05226552103e-10
0.7644                        6.21942358725e-11	6.21961093739e-11      -7.63245466828e-10
0.767                         -8.65078148005e-11	-8.65057331323e-11     -7.1967010129e-10
0.7696                        -2.18559892406e-10	-2.18557311138e-10     -6.76732447857e-10
0.7722                        -3.3491187601e-10	-3.34908545341e-10     -6.35890007317e-10
0.7747999999999999            -4.37048175428e-10	-4.37044622714e-10     -5.97957017234e-10
0.7774                        -5.26642507381e-10	-5.26639176712e-10     -5.63254776154e-10
0.7799999999999999            -6.0527693968e-10	-6.05274275145e-10     -5.31768851175e-10
0.7826                        -6.74222011554e-10	-6.74220679286e-10     -5.03308283939e-10
0.7852                        -7.3428041425e-10	-7.3428041425e-10      -4.77631489915e-10
0.7878                        -7.85735254638e-10	-7.85736586906e-10     -4.54557280705e-10
0.7904                        -8.28376256479e-10	-8.28378032836e-10     -4.34035252184e-10
0.7929999999999999            -8.61581916922e-10	-8.61583471234e-10     -4.16183754126e-10
0.7956                        -8.84464501638e-10	-8.8446605595e-10      -4.01297661767e-10
0.7981999999999999            -8.96033469644e-10	-8.96035023956e-10     -3.89817289559e-10
0.8008                        -8.95363561071e-10	-8.95365115383e-10     -3.82273768196e-10
0.8034                        -8.81745565451e-10	-8.81747563852e-10     -3.79207998336e-10
0.8059999999999999            -8.54810666695e-10	-8.54812221007e-10     -3.81072950972e-10
0.8086                        -8.14609046884e-10	-8.14609935063e-10     -3.88129528517e-10
0.8111999999999999            -7.61656293591e-10	-7.61656959725e-10     -4.00341981788e-10
0.8138                        -6.96936064415e-10	-6.96936508504e-10     -4.17290646482e-10
0.8164                        -6.21878326612e-10	-6.21878992746e-10     -4.38102887301e-10
0.819                         -5.38306066389e-10	-5.38307176612e-10     -4.61426230558e-10
0.8216                        -4.48387327268e-10	-4.48389103624e-10     -4.85441686848e-10
0.8241999999999999            -3.54568152616e-10	-3.54570595107e-10     -5.07927033766e-10
0.8268                        -2.59497978661e-10	-2.59500199107e-10     -5.26371168874e-10
0.8293999999999999            -1.65974789468e-10	-1.65976621336e-10     -5.38129762973e-10
0.832                         -7.68609342838e-11	-7.68620445069e-11     -5.40617328681e-10
0.8346                        4.9965569876e-12	4.99609988797e-12      -5.3151594237e-10
0.8371999999999999            7.68706487353e-11	7.6870732002e-11       -5.08983299952e-10
0.8398                        1.36255701166e-10	1.36256353422e-10      -4.71839900484e-10
0.8423999999999999            1.81000450739e-10	1.81001699739e-10      -4.19709822452e-10
0.845                         2.0944404544e-10	2.0944605772e-10       -3.5311309432e-10
0.8475999999999999            2.20541043761e-10	2.2054380544e-10       -2.73470801559e-10
0.8502                        2.13982345731e-10	2.13985495989e-10      -1.83055209879e-10
0.8528                        1.90279611512e-10	1.90282775647e-10      -8.48522641039e-11
0.8553999999999999            1.50803397547e-10	1.50805964938e-10      1.76404585384e-11
0.858                         9.77708330963e-11	9.77721653639e-11      1.20633975031e-10
0.8605999999999999            3.41663919379e-11	3.41663086711e-11      2.20328574829e-10
0.8632                        -3.64050317669e-11	-3.64063501568e-11     3.13151060638e-10
0.8658                        -1.09906334034e-10	-1.09908290802e-10     3.95989241397e-10
0.8684                        -1.82110479474e-10	-1.82112130931e-10     4.6637937956e-10
0.871                         -2.488675932e-10	-2.48868259334e-10     5.2260795691e-10
0.8735999999999999            -3.06355385504e-10	-3.06354941415e-10     5.63765478745e-10
0.8762                        -3.51322748671e-10	-3.51321416403e-10     5.89724491462e-10
0.8787999999999999            -3.81280784723e-10	-3.81279452455e-10     6.01047878135e-10
0.8814                        -3.94637433843e-10	-3.94637211798e-10     5.9886429149e-10
0.884                         -3.90755650059e-10	-3.90756538238e-10     5.84706061346e-10
0.8865999999999999            -3.69946739909e-10	-3.69948516266e-10     5.60345103651e-10
0.8892                        -3.33391758645e-10	-3.33393979091e-10     5.27639043568e-10
0.8917999999999999            -2.83016499125e-10	-2.83018497527e-10     4.88405760279e-10
0.8944                        -2.2132370936e-10	-2.21324542027e-10     4.44332792782e-10
0.8969999999999999            -1.5121365271e-10	-1.51213125354e-10     3.96925159407e-10
0.8996                        -7.57961748921e-11	-7.57944401686e-11     3.47494033548e-10
0.9022                        1.76450260653e-12	1.76704137433e-12      2.97168067931e-10
0.9047999999999999            7.83935832915e-11	7.83963033379e-11      2.46918929747e-10
0.9074                        1.51221618561e-10	1.51223991662e-10      1.97601948693e-10
0.9099999999999999            2.17655060641e-10	2.17656781487e-10      1.49970549868e-10
0.9126                        2.7544300174e-10	2.75443889919e-10      1.04695890846e-10
0.9152                        3.22727622404e-10	3.22727622404e-10      6.23519846865e-11
0.9178                        3.58078455776e-10	3.58078233731e-10      2.33873059807e-11
0.9204                        3.80541154144e-10	3.80541598233e-10      -1.19049180236e-11
0.9229999999999999            3.89682064394e-10	3.89682730528e-10      -4.34331320909e-11
0.9256                        3.85632192845e-10	3.85632858979e-10      -7.13283876408e-11
0.9281999999999999            3.69120289889e-10	3.69120733978e-10      -9.59537171941e-11
0.9308                        3.41485950628e-10	3.41485728583e-10      -1.17884715878e-10
0.9334                        3.04652747474e-10	3.04651859295e-10      -1.37852035342e-10
0.9359999999999999            2.61058952233e-10	2.6105784201e-10       -1.5666008768e-10
0.9386                        2.13530818027e-10	2.13529721682e-10      -1.75082823239e-10
0.9411999999999999            1.65103333782e-10	1.65102445604e-10      -1.9374393756e-10
0.9438                        1.1879351669e-10	1.18793030968e-10      -2.13008208294e-10
