t                         x y
1.9656                    756 4.410534166126112e-15
1.9682                    757 4.352875881867304e-15
1.9707999999999999        758 4.27406478674043e-15
1.9733999999999998        759 4.154433085361229e-15
1.976                     760 3.9573946956470704e-15
1.9786                    761 3.615847142058476e-15
1.9811999999999999        762 3.0084586822628465e-15
1.9838                    763 1.9189699051117182e-15
1.9864                    764 -3.253811346183807e-17
1.9889999999999999        765 -3.503828936124813e-15
1.9915999999999998        766 -9.617063783715525e-15
1.9942                    767 -2.025843483397228e-14
1.9968                    768 -3.855110543708322e-14
1.9993999999999998        769 -6.958847341315662e-14
2.002                     770 -1.2155034129661446e-13
2.0046                    771 -2.0737001099664087e-13
2.0072                    772 -3.471757198236489e-13
2.0098                    773 -5.717934981314892e-13
2.0124                    774 -9.276658781003693e-13
2.015                     775 -1.4836032008335197e-12
2.0176                    776 -2.3398273751721358e-12
2.0202                    777 -3.6397710930380176e-12
2.0227999999999997        778 -5.5850309202580274e-12
2.0254                    779 -8.453706235096775e-12
2.028                     780 -1.2622049727744558e-11
2.0305999999999997        781 -1.8588872268979023e-11
2.0332                    782 -2.7001457513975923e-11
2.0358                    783 -3.868084140569167e-11
2.0383999999999998        784 -5.464322321894996e-11
2.041                     785 -7.61130687313582e-11
2.0436                    786 -1.0452227145046593e-10
2.0462                    787 -1.4148874792586352e-10
2.0488                    788 -1.8876731235596124e-10
2.0514                    789 -2.4816590188393426e-10
2.054                     790 -3.2142151434003125e-10
2.0566                    791 -4.100328391709487e-10
2.0591999999999997        792 -5.150506650119924e-10
2.0618                    793 -6.368327059795226e-10
2.0644                    794 -7.747762243310979e-10
2.0669999999999997        795 -9.270491630681531e-10
2.0696                    796 -1.0903475571455556e-09
2.0722                    797 -1.2597126288955312e-09
2.0747999999999998        798 -1.4284439121259139e-09
2.0774                    799 -1.588143744841403e-09
2.08                      800 -1.7289225379501656e-09
2.0826                    801 -1.8397828867495273e-09
2.0852                    802 -1.9091840879407773e-09
2.0878                    803 -1.925768071550679e-09
2.0904                    804 -1.879205161765362e-09
2.093                     805 -1.7610962118156589e-09
2.0955999999999997        806 -1.5658497479691831e-09
2.0982                    807 -1.2914420613425387e-09
2.1008                    808 -9.399674514830325e-10
2.1033999999999997        809 -5.178967578383109e-10
2.106                     810 -3.59851347735955e-11
2.1086                    811 4.911967853977985e-10
2.1111999999999997        812 1.0460938875302223e-09
2.1138                    813 1.6093025211716845e-09
2.1164                    814 2.1609145339874567e-09
2.1189999999999998        815 2.681941572331383e-09
2.1216                    816 3.155674435958446e-09
2.1242                    817 3.5688317287347876e-09
2.1268                    818 3.912369493819633e-09
2.1294                    819 4.181857672731845e-09
2.132                     820 4.377376449579254e-09
2.1346                    821 4.502940298759093e-09
2.1372                    822 4.565513143357323e-09
2.1397999999999997        823 4.573727491004506e-09
2.1424                    824 4.536457466451405e-09
2.145                     825 4.4614155436709155e-09
2.1475999999999997        826 4.3539428544528436e-09
2.1502                    827 4.2161430022602756e-09
2.1528                    828 4.0464715368206075e-09
2.1553999999999998        829 3.839841938590079e-09
2.158                     830 3.5882499582417272e-09
2.1606                    831 3.281858130386011e-09
2.1632                    832 2.9104279853701388e-09
2.1658                    833 2.4649450087382677e-09
2.1684                    834 1.9392555302999278e-09
2.171                     835 1.3315284514022523e-09
2.1736                    836 6.453689243944057e-10
2.1761999999999997        837 -1.0955553174941994e-10
2.1788                    838 -9.17466851400496e-10
2.1814                    839 -1.7570367638909453e-09
2.1839999999999997        840 -2.6025221704590527e-09
2.1866                    841 -3.425380622850785e-09
2.1892                    842 -4.196218869018202e-09
2.1917999999999997        843 -4.886890457429151e-09
2.1944                    844 -5.472540716406163e-09
2.197                     845 -5.9334011120789534e-09
2.1995999999999998        846 -6.256159729909012e-09
2.2022                    847 -6.4347777558074826e-09
2.2048                    848 -6.470678630580739e-09
2.2074                    849 -6.372300780912343e-09
2.21                      850 -6.154069470615827e-09
2.2125999999999997        851 -5.834901372568647e-09
2.2152                    852 -5.436400758913916e-09
2.2178                    853 -4.9809340662439865e-09
2.2203999999999997        854 -4.489777317121208e-09
2.223                     855 -3.981518000074133e-09
2.2256                    856 -3.4708612758541013e-09
2.2281999999999997        857 -2.9679435093717325e-09
2.2308                    858 -2.478199376772795e-09
2.2334                    859 -2.0027683691453385e-09
2.2359999999999998        860 -1.5393689065125754e-09
2.2386                    861 -1.0835196099269905e-09
2.2412                    862 -6.299526743668837e-10
2.2438                    863 -1.7404732635257406e-10
2.2464                    864 2.8688629542045773e-10
2.249                     865 7.52621282998037e-10
2.2516                    866 1.2194370523173227e-09
2.2542                    867 1.6800129010647278e-09
2.2567999999999997        868 2.123798038664183e-09
2.2594                    869 2.537809016938803e-09
2.262                     870 2.90775730720557e-09
2.2645999999999997        871 3.2193740882466708e-09
2.2672                    872 3.459780148713157e-09
2.2698                    873 3.6187480690133005e-09
2.2723999999999998        874 3.6897210680577654e-09
2.275                     875 3.6704853328840834e-09
2.2776                    876 3.563435675292666e-09
2.2802                    877 3.375422167563203e-09
2.2828                    878 3.1172118374469548e-09
2.2854                    879 2.8026389099976562e-09
2.288                     880 2.4475451095253412e-09
2.2906                    881 2.068625628585829e-09
2.2931999999999997        882 1.6822960195550318e-09
2.2958                    883 1.303681897715961e-09
2.2984                    884 9.458099564244343e-10
2.3009999999999997        885 6.19049363353145e-10
2.3036                    886 3.3082142866874836e-10
2.3062                    887 8.556648691831607e-11
2.3087999999999997        888 -1.1506664300042605e-10
2.3114                    889 -2.7185947093248246e-10
2.314                     890 -3.875498907005538e-10
2.3165999999999998        891 -4.6630488628325e-10
2.3192                    892 -5.131933801321844e-10
2.3218                    893 -5.337023202574431e-10
2.3244                    894 -5.333263098371365e-10
2.327                     895 -5.172478484722403e-10
2.3296                    896 -4.901131743916786e-10
2.3322                    897 -4.5589887294189957e-10
2.3348                    898 -4.1785741953063143e-10
2.3373999999999997        899 -3.785257447830526e-10
2.34                      900 -3.3977946052922324e-10
2.3426                    901 -3.029160387845346e-10
2.3451999999999997        902 -2.6875235280041826e-10
2.3478                    903 -2.377249321055497e-10
2.3504                    904 -2.0998449801442268e-10
2.3529999999999998        905 -1.8547940816584608e-10
2.3556                    906 -1.640252694035493e-10
2.3582                    907 -1.4536003504710205e-10
2.3608                    908 -1.291853540636386e-10
2.3634                    909 -1.1519583406477185e-10
2.366                     910 -1.0309831294681423e-10
2.3686                    911 -9.262332044606882e-11
2.3712                    912 -8.3530764672868e-11
2.3737999999999997        913 -7.561159890204822e-11
2.3764                    914 -6.86868882426947e-11
2.379                     915 -6.260535916114854e-11
2.3815999999999997        916 -5.724021127227947e-11
2.3842                    917 -5.2485717573881405e-11
2.3868                    918 -4.825394132257349e-11
2.3893999999999997        919 -4.447175201945062e-11
2.392                     920 -4.1078222099999386e-11
2.3946                    921 -3.8022420813623726e-11
2.3971999999999998        922 -3.526158340506769e-11
2.3998                    923 -3.275961411848832e-11
2.4024                    924 -3.048587430103438e-11
2.405                     925 -2.841420712390815e-11
2.4076                    926 -2.6522154731424093e-11
2.4101999999999997        927 -2.4790329689102185e-11
2.4128                    928 -2.3201909034462343e-11
2.4154                    929 -2.1742225259765517e-11
2.4179999999999997        930 -2.039843381244704e-11
2.4206                    931 -1.9159241075546214e-11
2.4232                    932 -1.8014680321466896e-11
2.4257999999999997        933 -1.6955925917287593e-11
2.4284                    934 -1.59751382249286e-11
2.431                     935 -1.506533330559625e-11
2.4335999999999998        936 -1.4220272815173201e-11
2.4362                    937 -1.3434370453935806e-11
2.4388                    938 -1.2702612084074078e-11
2.4414                    939 -1.2020487205277833e-11
2.444                     940 -1.1383929927020663e-11
2.4466                    941 -1.0789267924789496e-11
2.4492                    942 -1.0233178143686745e-11
2.4518                    943 -9.712648230482459e-12
2.4543999999999997        944 -9.224942850140487e-12
2.457                     945 -8.76757418386369e-12
2.4596                    946 -8.338276019639328e-12
2.4621999999999997        947 -7.934980939994635e-12
2.4648                    948 -7.555800188403916e-12
2.4674                    949 -7.1990058590892565e-12
2.4699999999999998        950 -6.8630151079762635e-12
2.4726                    951 -6.546376126412309e-12
2.4752                    952 -6.247755656083079e-12
2.4778                    953 -5.9659278548627975e-12
2.4804                    954 -5.69976434925486e-12
2.483                     955 -5.4482253315494515e-12
2.4856                    956 -5.210351578586661e-12
2.4882                    957 -4.985257285195587e-12
2.4907999999999997        958 -4.77212361907238e-12
2.4934                    959 -4.5701929159441406e-12
2.496                     960 -4.378763443596373e-12
2.4985999999999997        961 -4.197184672640241e-12
2.5012                    962 -4.024852999048213e-12
2.5038                    963 -3.861207870223739e-12
2.5063999999999997        964 -3.7057282722157945e-12
2.509                     965 -3.557929540334914e-12
2.5116                    966 -3.4173604600401553e-12
2.5141999999999998        967 -3.2836006285272902e-12
2.5168                    968 -3.156258050990046e-12
2.5194                    969 -3.0349669481787004e-12
2.522                     970 -2.9193857546254745e-12
2.5246                    971 -2.809195288981314e-12
2.5271999999999997        972 -2.7040970800725875e-12
2.5298                    973 -2.603811833850296e-12
2.5324                    974 -2.508078028062722e-12
2.5349999999999997        975 -2.416650622792851e-12
2.5376                    976 -2.32929987622212e-12
2.5402                    977 -2.245810256115796e-12
2.5427999999999997        978 -2.165979438327282e-12
2.5454                    979 -2.0896173847296334e-12
2.548                     980 -2.016545493402889e-12
2.5505999999999998        981 -1.946595814954495e-12
2.5532                    982 -1.8796103290862348e-12
2.5558                    983 -1.8154402764069427e-12
2.5584                    984 -1.7539455406664176e-12
2.561                     985 -1.694994077413145e-12
2.5636                    986 -1.6384613848024496e-12
2.5662                    987 -1.5842300136206337e-12
2.5688                    988 -1.5321891128133197e-12
2.5713999999999997        989 -1.4822340079498878e-12
2.574                     990 -1.4342658099550632e-12
2.5766                    991 -1.3881910515843958e-12
2.5791999999999997        992 -1.3439213494833308e-12
2.5818                    993 -1.3013730899630473e-12
2.5844                    994 -1.26046713647006e-12
2.5869999999999997        995 -1.221128557205686e-12
2.5896                    996 -1.1832863712917306e-12
2.5922                    997 -1.1468733121944713e-12
2.5947999999999998        998 -1.111825606896121e-12
2.5974                    999 -1.078082769887675e-12
